decision_id,year,game_id,kyoku_index,seat,decision_index,expert_action,top1_action,top2_action,top3_action,top4_action,pi1,pi2,pi3,pi4,gap12,gap13,gap14,log_gap12,policy_entropy,top4_cum_prob,expert_is_top1,expert_in_top4,gap_bucket,n_worlds,mean_a,mean_b,mean_c,mean_d,std_a,std_b,std_c,std_d,se_a,se_b,se_c,se_d,delta_ba_mean,delta_ba_std,delta_ba_se,delta_ba_ci95_lo,delta_ba_ci95_hi,delta_ca_mean,delta_ca_std,delta_ca_se,delta_ca_ci95_lo,delta_ca_ci95_hi,delta_da_mean,delta_da_std,delta_da_se,delta_da_ci95_lo,delta_da_ci95_hi,teacher_best,verdict95,verdict80,determined95,determined80,group,audit_b_rank,audit_b_action,matched_override_id,match_distance,status,n_worlds_failed,mean_r_a,mean_r_b,std_r_a,std_r_b,mean_delta_full,median_delta_full,std_delta_full,se_delta_full,ci95_lo,ci95_hi,resolution,unresolved_type,keep_resolution,predicted_delta_grp,predicted_delta_grp_se,predicted_delta_grp_ci_lo,predicted_delta_grp_ci_hi,strongest_challenger_rank,strongest_challenger_delta_grp,round_wind_meta,kyoku_meta,honba_meta,legal_action_count,top1_in_legal,b_in_legal,reconstruction_ok
2025-2025011200gm-00a9-0000-18c17918-10-s0-d3,2025,2025011200gm-00a9-0000-18c17918,10,0,3,50,41,50,1,59,0.34047916531562805,0.2948690354824066,0.17197877168655396,0.14418351650238037,0.045610129833221436,0.1685003936290741,0.19629564881324768,0.14382262496843667,1.458107590675354,0.951510488986969,False,True,lt005,256,5.100564313682753,4.938652302869542,4.144035529516653,4.800236255502966,3.6494236536435842,3.9589750461445896,3.761538260660093,3.472686813166217,0.32256652661424556,0.3499272627096455,0.33247615147567533,0.30694504931586664,-0.16191201081321083,3.128953129944442,0.2765629970248234,-0.7039754849818647,0.38015146335544303,-0.9565287841660997,4.580437777661002,0.40485732667339175,-1.7500491444459474,-0.1630084238862518,-0.3003280581797867,4.407281846697307,0.38955236005000443,-1.0638506838777952,0.46319456751822197,1,keep_top1,keep_top1,False,False,keep_control,2,50,2025-2025011102gm-00a9-0000-034cfa13-10-s1-d4,0.7833,ok,0,5.2734375,5.3671875,5.710966188301378,5.852260959093787,0.09375,0.0,5.6254847285698455,0.35159279553561534,-0.5953718792498061,0.7828718792498061,UNRESOLVED,near_tie,KEEP_UNRESOLVED,-0.16191201081321083,0.2765629970248234,-0.7039754849818647,0.38015146335544303,2,-0.16191201081321083,2,0,0,14,True,True,True
2025-2025011210gm-00a9-0000-65465afe-00-s3-d2,2025,2025011210gm-00a9-0000-65465afe,0,3,2,47,67,47,2,29,0.3918352723121643,0.3541662096977234,0.23919782042503357,0.012265264987945557,0.03766906261444092,0.15263745188713074,0.37957000732421875,0.10107520591390629,1.148843765258789,0.9974645674228668,False,True,lt005,256,0.15243729919893667,-0.05096760712331161,0.007777973543852568,-0.4153924189740792,2.3711975286692444,2.194358680973568,2.126763657804521,1.9961841062650079,0.20958623150685068,0.1939557379589972,0.18798112555183535,0.17643941475459934,-0.20340490632224828,2.050474794306519,0.18123807896327884,-0.5586315410902748,0.15182172844577824,-0.1446593256550841,2.3550078396333305,0.20815525164402615,-0.5526436188773753,0.26332496756720714,-0.5678297181730159,2.467321095206736,0.21808243472316277,-0.9952712902304148,-0.14038814611561684,1,keep_top1,keep_top1,False,False,keep_control,3,2,2025-2025041222gm-00a9-0000-8add91ad-00-s3-d8,0.8903,ok,0,0.2265625,-0.421875,7.777004659288063,7.662088360180642,-0.6484375,0.0,8.84736792032789,0.5529604950204932,-1.7322400702401666,0.4353650702401666,UNRESOLVED,high_variance,KEEP_UNRESOLVED,-0.1446593256550841,0.20815525164402615,-0.5526436188773753,0.26332496756720714,3,-0.1446593256550841,0,0,0,14,True,True,True
2025-2025011221gm-00a9-0000-22bab0de-00-s1-d0,2025,2025011221gm-00a9-0000-22bab0de,0,1,0,65,65,19,53,11,0.46422064304351807,0.4393460154533386,0.05768328532576561,0.020021572709083557,0.024874627590179443,0.40653735771775246,0.4441990703344345,0.055072670286128056,1.048168420791626,0.9812715165317059,True,True,lt005,256,-0.45768493053037673,-0.6079808228532784,-0.6470546571363229,-0.759974778367905,1.796706527476445,1.7692052254656994,1.7496142431496629,1.635156290192585,0.15880792117259102,0.15637712652968383,0.15464551197396195,0.14452876263687686,-0.15029589232290164,1.5782675922364908,0.13950046462467344,-0.42371680298726155,0.12312501834145828,-0.1893697266059462,1.3926236984779534,0.12309170760435634,-0.43062947351048464,0.051890020298592215,-0.3022898478375282,1.7979366117234614,0.15891664628665303,-0.6137664745593682,0.009186778884311741,1,keep_top1,keep_top1,False,False,keep_control,2,19,2025-2025041619gm-00a9-0000-31ca159b-01-s2-d19,1.68,ok,0,-0.0390625,-0.2109375,7.521892068762862,7.77744586710099,-0.171875,0.0,7.231856947006127,0.45199105918788296,-1.0577774760082506,0.7140274760082506,UNRESOLVED,near_tie,KEEP_UNRESOLVED,-0.15029589232290164,0.13950046462467344,-0.42371680298726155,0.12312501834145828,2,-0.15029589232290164,0,0,0,14,True,True,True
2025-2025040820gm-00a9-0000-57062ba3-01-s3-d4,2025,2025040820gm-00a9-0000-57062ba3,1,3,4,44,51,39,3,44,0.7255270481109619,0.21187350153923035,0.031619295477867126,0.022356366738677025,0.5136535465717316,0.6939077526330948,0.7031706813722849,1.2309089479283082,0.8064846992492676,0.9913762118667364,False,True,50_70,256,0.19550890621030703,-0.26585631107445806,-0.1939499870641157,-0.43818991200532764,2.5390967743921005,2.126368797831226,2.477224177727374,2.1413653478965027,0.31738709679901256,0.2657960997289032,0.3096530222159217,0.26767066848706283,-0.4613652172847651,2.5439188370112262,0.3179898546264033,-1.0846253323525155,0.16189489778298527,-0.38945889327442273,2.587983154298233,0.3234978942872791,-1.0235147660774897,0.24459697952864423,-0.6336988182156347,2.506984244643886,0.31337303058048577,-1.2479099581533868,-0.01948767827788256,1,keep_top1,keep_top1,False,False,keep_control,3,3,2024-2024122023gm-00a9-0000-df6602c9-02-s2-d15,0.6762,ok,0,0.3515625,0.015625,7.644133820305941,7.716531146906392,-0.3359375,0.0,9.402358772680188,0.5876474232925117,-1.487726449653323,0.8158514496533229,UNRESOLVED,near_tie,KEEP_UNRESOLVED,-0.38945889327442273,0.3234978942872791,-1.0235147660774897,0.24459697952864423,3,-0.38945889327442273,0,0,1,14,True,True,True
2025-2025040820gm-00a9-0000-57062ba3-08-s0-d7,2025,2025040820gm-00a9-0000-57062ba3,8,0,7,1,65,29,47,49,0.4553479850292206,0.2634986340999603,0.13991542160511017,0.0880439281463623,0.19184935092926025,0.3154325634241104,0.3673040568828583,0.5470137446141381,1.4310237169265747,0.9468059688806534,False,False,05_20,256,9.532749468907742,9.312199763906376,9.402080865757547,9.375359131392226,0.828656394365497,1.1350085066238549,1.008562499811515,1.1743006129678126,0.10358204929568712,0.14187606332798186,0.12607031247643938,0.14678757662097658,-0.220549705001365,0.845464363328835,0.10568304541610438,-0.42768847401692955,-0.013410935985800426,-0.13066860315019485,0.7180576730506468,0.08975720913133085,-0.3065927330476033,0.045255526747213615,-0.15739033751551565,0.9973044922259001,0.12466306152823751,-0.40172993811086116,0.08694926307982986,1,keep_top1,keep_top1,False,False,keep_control,3,47,2024-2024092922gm-00a9-0000-d78d568e-10-s0-d14,1.2711,ok,0,9.359375,9.40625,1.9713014512663216,1.9135738046603672,0.046875,0.0,2.342645981807416,0.1464153738629635,-0.24009913277140843,0.33384913277140843,UNRESOLVED,near_tie,KEEP_UNRESOLVED,-0.13066860315019485,0.08975720913133085,-0.3065927330476033,0.045255526747213615,3,-0.13066860315019485,1,2,0,14,True,True,True
2025-2025040821gm-00a9-0000-b7ac449d-02-s0-d0,2025,2025040821gm-00a9-0000-b7ac449d,2,0,0,21,21,39,27,57,0.46203482151031494,0.2800658941268921,0.13073019683361053,0.052989501506090164,0.18196892738342285,0.3313046246767044,0.4090453200042248,0.5006153478264088,1.4105489253997803,0.9258204139769077,True,True,05_20,256,-3.389408972579986,-3.7835641321726143,-3.8037060107890284,-3.838670507975621,2.1316388038884675,2.279089374138434,2.1034886751067674,2.4196885520842972,0.26645485048605844,0.28488617176730424,0.2629360843883459,0.30246106901053715,-0.3941551595926285,2.308934867885948,0.2886168584857435,-0.9598442022246857,0.17153388303942874,-0.4142970382090425,1.6548463677103602,0.20685579596379502,-0.8197343982980807,-0.008859678120004266,-0.4492615353956353,2.8531437117610023,0.3566429639701253,-1.1482817447770808,0.2497586739858103,1,keep_top1,keep_top1,False,False,keep_control,2,39,2025-2025041317gm-00a9-0000-009de259-01-s0-d22,1.3484,ok,0,-4.1796875,-3.609375,6.899768218613451,6.816628313809361,0.5703125,0.0,7.422471015800072,0.4639044384875045,-0.3389401994355088,1.4795651994355088,UNRESOLVED,high_variance,KEEP_UNRESOLVED,-0.3941551595926285,0.2886168584857435,-0.9598442022246857,0.17153388303942874,2,-0.3941551595926285,0,1,1,14,True,True,True
2025-2025040821gm-00a9-0000-b7ac449d-06-s3-d8,2025,2025040821gm-00a9-0000-b7ac449d,6,3,8,63,67,63,42,45,0.5539445877075195,0.3848936855792999,0.03821606934070587,0.022768307477235794,0.1690509021282196,0.5157285183668137,0.5311762802302837,0.36409750475486546,0.9073365926742554,0.9998226501047611,False,True,05_20,256,6.912128880246655,6.654431858929229,6.322285478504824,6.401918910903532,2.6848955798463643,2.675700079547262,2.6883556401564204,2.6527564535174246,0.33561194748079554,0.33446250994340776,0.33604445501955255,0.3315945566896781,-0.25769702131742633,1.8453001202662098,0.23066251503327623,-0.7097955507826477,0.19440150814779505,-0.589843401741831,2.52839723737251,0.31604965467156376,-1.209300724898096,0.029613921414433975,-0.5102099693431228,2.712000554491263,0.33900006931140786,-1.1746501051934821,0.15423016650723664,1,keep_top1,keep_top1,False,False,keep_control,2,63,2025-2025040815gm-00a9-0000-3be4a59c-09-s2-d16,1.0714,ok,0,7.125,6.9453125,4.803593426167702,5.157607887155349,-0.1796875,0.0,4.565743877711796,0.28535899235698725,-0.738991125019695,0.379616125019695,UNRESOLVED,near_tie,KEEP_UNRESOLVED,-0.25769702131742633,0.23066251503327623,-0.7097955507826477,0.19440150814779505,2,-0.25769702131742633,1,0,0,11,True,True,True
2025-2025041017gm-00a9-0000-5584369a-05-s1-d9,2025,2025041017gm-00a9-0000-5584369a,5,1,9,1,11,4,1,7,0.34563350677490234,0.2984660565853119,0.2544407546520233,0.09081325680017471,0.047167450189590454,0.09119275212287903,0.25482024997472763,0.14672277161921476,1.3515255451202393,0.9893535748124123,False,True,lt005,256,7.348468029344076,7.06007038907228,7.1852400587522425,6.933666803704909,1.5104681579355417,2.0904233559900662,1.4993561652278897,1.8515225474005559,0.13350778465532182,0.1847690663214145,0.1325256139808123,0.16365301859834047,-0.28839764027179626,2.3343840260007034,0.2063323468348314,-0.6928090400680658,0.11601375952447329,-0.16322797059183358,1.9061787112876394,0.16848398661311548,-0.4934565843535399,0.16700064316987273,-0.41480122563916666,1.9419171821520027,0.17164285100029414,-0.7512212135997431,-0.07838123767859018,1,keep_top1,keep_top1,False,False,keep_control,3,1,2025-2025123119gm-00a9-0000-4c392a7b-04-s3-d10,1.3765,ok,0,7.1875,7.0,4.778628895158847,4.85071250072666,-0.1875,0.0,5.567059983756695,0.34794124898479345,-0.8694648480101952,0.4944648480101952,UNRESOLVED,near_tie,KEEP_UNRESOLVED,-0.16322797059183358,0.16848398661311548,-0.4934565843535399,0.16700064316987273,3,-0.16322797059183358,0,3,0,14,True,True,True
2025-2025041216gm-00a9-0000-3d010e8a-05-s0-d2,2025,2025041216gm-00a9-0000-3d010e8a,5,0,2,39,39,29,45,35,0.41528579592704773,0.3789048492908478,0.19426143169403076,0.011125694029033184,0.03638094663619995,0.22102436423301697,0.40416010189801455,0.09168183181211487,1.104684591293335,0.9995777709409595,True,True,lt005,256,-3.0929651329715853,-3.4894620425693574,-3.6025310696059023,-3.3559314920366887,2.6275868596162724,2.4184445866616895,2.479603208269855,2.27556358185576,0.23224806082391636,0.2137623208940472,0.2191680304024417,0.20113330496891965,-0.3964969095977722,2.2665509646124,0.2003366946227923,-0.7891568310584451,-0.003836988137099262,-0.509565936634317,2.3334109616104715,0.20624633928122338,-0.9138087616255148,-0.10532311164311925,-0.26296635906510346,2.966335910825075,0.26218952972769805,-0.7768578373313916,0.25092511920118465,1,keep_top1,keep_top1,False,False,keep_control,4,35,2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,0.8111,ok,0,-3.4609375,-3.6640625,5.718085986843953,5.987932104019963,-0.203125,0.0,6.652564742041886,0.41578529637761785,-1.018064180900131,0.611814180900131,UNRESOLVED,near_tie,KEEP_UNRESOLVED,-0.26296635906510346,0.26218952972769805,-0.7768578373313916,0.25092511920118465,4,-0.26296635906510346,0,3,0,14,True,True,True
2025-2025041216gm-00a9-0000-3d010e8a-10-s0-d10,2025,2025041216gm-00a9-0000-3d010e8a,10,0,10,22,43,22,11,71,0.5704107880592346,0.412767618894577,0.015831153839826584,0.000863873865455389,0.1576431691646576,0.554579634219408,0.5695469141937792,0.32347201357833577,0.7583401203155518,0.9998734346590936,False,True,05_20,256,-7.037434863284425,-7.106067371198272,-7.24818455324225,-7.656966290556198,1.5604790577573897,1.769114057791739,1.0847520518166822,1.4848663959066633,0.1950598822196737,0.22113925722396738,0.13559400647708528,0.1856082994883329,-0.06863250791384701,1.6926308925255373,0.21157886156569217,-0.48332707658260365,0.34606206075490964,-0.21074968995782584,1.814761828694672,0.226845228586834,-0.6553663379880205,0.2338669580723688,-0.6195314272717738,1.8529338775899566,0.23161673469874458,-1.0735002272813132,-0.16556262726223442,1,keep_top1,keep_top1,False,False,keep_control,2,22,2024-2024100200gm-00a9-0000-0aacab28-12-s0-d21,2.1968,ok,0,-6.8515625,-6.375,3.0744738909091995,3.085703911176667,0.4765625,0.0,3.617961388384782,0.22612258677404887,0.03336222992286425,0.9197627700771358,SUPPORTED,,KEEP_REJECTED,-0.06863250791384701,0.21157886156569217,-0.48332707658260365,0.34606206075490964,2,-0.06863250791384701,1,2,1,8,True,True,True
2025-2025041221gm-00a9-0000-d8d9d627-08-s2-d2,2025,2025041221gm-00a9-0000-d8d9d627,8,2,2,0,0,139,94,-1,0.9999111890792847,6.150933768367395e-05,2.7302388843963854e-05,0.0,0.999849679741601,0.9998838866904407,0.9999111890792847,9.696232747557653,0.0009721294627524912,1.0000000008058123,True,True,ge70,256,-6.194354907809611,-6.360403142214182,-6.667999769087601,nan,1.6279162947837875,1.229112321904643,1.1538695005674378,nan,0.20348953684797344,0.15363904023808037,0.14423368757092972,nan,-0.1660482344045704,2.0963900447362906,0.26204875559203633,-0.6796637953649616,0.3475673265558208,-0.47364486127798955,2.0328558861845396,0.25410698577306745,-0.9716945533932018,0.02440483083722267,nan,nan,nan,nan,nan,1,keep_top1,keep_top1,False,False,keep_control,2,139,2025-2025123121gm-00a9-0000-60ebef25-12-s1-d11,1.3414,ok,0,-6.6484375,-7.15625,4.410486334394695,3.749901959502722,-0.5078125,0.0,5.191993978288903,0.32449962364305646,-1.1438317623403906,0.12820676234039063,UNRESOLVED,high_variance,KEEP_UNRESOLVED,-0.1660482344045704,0.26204875559203633,-0.6796637953649616,0.3475673265558208,2,-0.1660482344045704,1,1,0,3,True,True,True
2025-2025041311gm-00a9-0000-5f819544-02-s3-d14,2025,2025041311gm-00a9-0000-5f819544,2,3,14,37,37,7,21,3,0.6239741444587708,0.21000142395496368,0.15624818205833435,0.005180475767701864,0.41397272050380707,0.4677259624004364,0.6187936686910689,1.0889946209163395,0.9670202136039734,0.9954042262397707,True,True,20_50,256,-1.2392025361768901,-1.3683141260407865,-1.4041020632721484,-1.6971687977202237,1.339261003158784,1.4675430581339395,1.0277619822502175,0.672325889583332,0.167407625394848,0.18344288226674244,0.1284702477812772,0.0840407361979165,-0.12911158986389637,1.1464688765689912,0.1433086095711239,-0.4099964646232992,0.15177328489550646,-0.16489952709525824,0.9631498649212714,0.12039373311515893,-0.40087124400096974,0.07107218981045327,-0.45796626154333353,1.376568470101481,0.17207105876268514,-0.7952255367181964,-0.12070698636847066,1,keep_top1,keep_top1,False,False,keep_control,2,7,2024-2024092013gm-00a9-0000-9cd6d54a-02-s3-d1,0.8853,ok,0,-1.3359375,-1.234375,7.446306987030419,7.616786801300834,0.1015625,0.0,6.4817570163967,0.40510981352479375,-0.6924527345085957,0.8955777345085957,UNRESOLVED,near_tie,KEEP_UNRESOLVED,-0.12911158986389637,0.1433086095711239,-0.4099964646232992,0.15177328489550646,2,-0.12911158986389637,0,2,0,14,True,True,True
2025-2025041314gm-00a9-0000-447ba93f-06-s3-d5,2025,2025041314gm-00a9-0000-447ba93f,6,3,5,60,60,67,37,27,0.46573346853256226,0.4121630787849426,0.06995676457881927,0.01906900480389595,0.05357038974761963,0.395776703953743,0.4466644637286663,0.12219442123164681,1.1413512229919434,0.9669223167002201,True,True,05_20,256,-2.5443808472919045,-2.828319549211301,-3.1831629646840156,-3.333933456604427,3.231447568724808,2.74506227979721,3.4919995014456684,3.0815779829310626,0.403930946090601,0.3431327849746513,0.43649993768070855,0.3851972478663828,-0.2839387019193964,2.6779348452334517,0.33474185565418146,-0.940032739001592,0.3721553351627992,-0.6387821173921111,4.333757373145683,0.5417196716432103,-1.7005526738128034,0.4229884390285812,-0.7895526093125227,4.343150785324626,0.5428938481655783,-1.8536245517170562,0.2745193330920108,1,keep_top1,keep_top1,False,False,keep_control,2,67,2025-2025122807gm-00a9-0000-c1328d8f-03-s2-d1,1.0177,ok,0,-2.2734375,-1.78125,6.791245626309119,6.960885113879373,0.4921875,0.0,6.806566718265243,0.4254104198915777,-0.34161692298749224,1.3259919229874924,UNRESOLVED,near_tie,KEEP_UNRESOLVED,-0.2839387019193964,0.33474185565418146,-0.940032739001592,0.3721553351627992,2,-0.2839387019193964,1,1,0,14,True,True,True
2025-2025041520gm-00a9-0000-d292f784-08-s1-d0,2025,2025041520gm-00a9-0000-d292f784,8,1,0,133,133,0,-1,-1,0.6925234198570251,0.30747655034065247,0.0,0.0,0.3850468695163727,0.6925234198570251,0.6925234198570251,0.8119432314938431,0.6170667409896851,0.9999999701976776,True,True,20_50,256,-4.768935606446455,-5.0056162927383525,nan,nan,3.929184533189874,3.03266043020828,nan,nan,0.4911480666487342,0.379082553776035,nan,nan,-0.23668068629189776,4.883363737584193,0.6104204671980241,-1.433104802000025,0.9597434294162295,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,keep_top1,keep_top1,False,False,keep_control,2,0,2025-2025011014gm-00a9-0000-9ea4d5cd-06-s0-d14,1.203,ok,0,-5.2109375,-5.34375,4.256763649147775,4.047633053197058,-0.1328125,0.0,5.467725044007127,0.34173281525044547,-0.8026088178908731,0.5369838178908731,UNRESOLVED,near_tie,KEEP_UNRESOLVED,-0.23668068629189776,0.6104204671980241,-1.433104802000025,0.9597434294162295,2,-0.23668068629189776,1,2,2,2,True,True,True
2025-2025041622gm-00a9-0000-82e8b63b-04-s1-d13,2025,2025041622gm-00a9-0000-82e8b63b,4,1,13,75,75,57,26,41,0.5790353417396545,0.420952171087265,8.248108315456193e-06,1.1315843266856973e-06,0.15808317065238953,0.5790270936313391,0.5790342101553279,0.31884429562439986,0.6807593703269958,0.9999968925195617,True,True,05_20,256,2.4278938523881757,1.238045386581992,0.8333784813404463,-0.4319440306474765,4.183775458953636,2.9357626082482633,3.9430207566618223,2.6943067505521694,0.6038759718639579,0.4237408330372432,0.5691260238197463,0.38888968192768025,-1.1898484658061836,3.788269333052646,0.5467895798001874,-2.2615560422145506,-0.11814088939781642,-1.5945153710477296,4.481800622212488,0.6468921989221531,-2.8624240809351496,-0.32660666116030956,-2.8598378830356523,4.739386532444277,0.6840715225750976,-4.200618067282844,-1.519057698788461,1,keep_top1,keep_top1,True,True,keep_control,2,57,2025-2025040921gm-00a9-0000-9f24706f-08-s0-d8,1.2999,ok,0,3.421875,1.90625,7.418693267949657,7.298065819508779,-1.515625,0.0,9.384997936840998,0.5865623710525624,-2.6652872472630222,-0.36596275273697776,REJECTED,,KEEP_SUPPORTED,-1.1898484658061836,0.5467895798001874,-2.2615560422145506,-0.11814088939781642,2,-1.1898484658061836,0,2,3,15,True,True,True
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,2025,2025122620gm-00a9-0000-0e700f01,3,2,11,37,49,37,43,30,0.489101380109787,0.4589676558971405,0.0245815496891737,0.020082535222172737,0.030133724212646484,0.4645198304206133,0.46901884488761425,0.06359004815205538,0.9216927289962769,0.9927331209182739,False,True,lt005,256,-3.7228124166103953,-4.341512039407462,-4.569048677065439,-4.173952634770103,2.938497519948763,2.5435928429782857,2.104288800608109,2.8416658608738077,0.2597289403569528,0.22482396848093936,0.18599461006061258,0.2511701500112722,-0.6186996227970667,2.581671698759671,0.22818969562379463,-1.065951426219704,-0.1714478193744292,-0.8462362604550435,2.9263138910703317,0.2586520495320279,-1.3531942775378183,-0.33927824337226886,-0.45114021815970773,2.839747495281087,0.25100058884634624,-0.9431013722985464,0.04082093597913089,1,keep_top1,keep_top1,False,True,keep_control,4,30,2025-2025041612gm-00a9-0000-17df09bd-03-s3-d0,0.8041,ok,0,-4.3046875,-4.9921875,6.965526984835432,6.9778316692165605,-0.6875,0.0,7.64070626034418,0.47754414127151124,-1.6234865168921622,0.24848651689216206,UNRESOLVED,high_variance,KEEP_UNRESOLVED,-0.45114021815970773,0.25100058884634624,-0.9431013722985464,0.04082093597913089,4,-0.45114021815970773,0,3,0,14,True,True,True
